https://www.gov.uk/business-support-helpline,[(9, 0.76284929333810925), (6, 0.084739170515631457), (19, 0.044805225980510427)]
https://www.gov.uk/claim-rural-payments,[(7, 0.69310928493964596), (1, 0.05872732106939111), (15, 0.057911904023401656)]
https://www.gov.uk/cattle-tracing-online,[(0, 0.46705093296421268), (19, 0.34248323514747958), (20, 0.036923794536715127)]
https://www.gov.uk/agricultural-sick-pay,[(13, 0.48459865019026538), (17, 0.31954122658595457), (9, 0.072266121664139135)]
https://www.gov.uk/calculate-agricultural-holiday-entitlement,[(17, 0.79579215760315802), (9, 0.049979026519676797), (1, 0.041658028402175126)]
https://www.gov.uk/planning-permissions-for-farms,[(8, 0.72911739274200116), (6, 0.10542162349148997), (1, 0.037981480589687408)]
https://www.gov.uk/register-farm-vehicle,[(0, 0.70517694539256159), (23, 0.063448493054063151), (19, 0.048404978904042426)]
https://www.gov.uk/agricultural-skills-and-training,[(10, 0.73111879133584201), (1, 0.081815267499722427), (17, 0.042451348353165032)]
https://www.gov.uk/agricultural-workers-rights,[(21, 0.72312060763552777), (1, 0.089469301586440009), (7, 0.055805476694953025)]
https://www.gov.uk/agricultural-survey,[(24, 0.72776187669383452), (19, 0.085751490590666279), (6, 0.050867570103832388)]
https://www.gov.uk/register-land-rural-land-register,[(5, 0.53856874389420972), (19, 0.086223832489617833), (17, 0.083404389128803616)]
https://www.gov.uk/report-veterinary-medicine-problem,[(2, 0.68092761398498325), (19, 0.1051708303124297), (1, 0.055510251436253953)]
https://www.gov.uk/health-and-safety-for-farm-vehicles,[(23, 0.72886153587551217), (1, 0.068323353684186655), (6, 0.056441760103268554)]
https://www.gov.uk/farm-and-livery-horses,[(15, 0.73864462785444107), (19, 0.085933767241630835), (8, 0.085715118802427451)]
https://www.gov.uk/soil-protection-review,[(19, 0.81968895751838011), (2, 0.030012775908300211), (20, 0.029315359430744731)]
https://www.gov.uk/register-biomass-supplier,[(23, 0.76930961705016743), (6, 0.080496723201603712), (17, 0.044746489305447987)]
https://www.gov.uk/register-milk-production-holding,[(3, 0.71271177471000524), (6, 0.08877005883534432), (16, 0.028312369800149128)]
https://www.gov.uk/food-business-registration,[(2, 0.67383493581654408), (15, 0.11625616305008771), (17, 0.049191055469350126)]
https://www.gov.uk/food-safety-hazard-analysis,[(20, 0.59463098866955433), (22, 0.2063247867217918), (19, 0.054438113280596535)]
https://www.gov.uk/food-safety-your-responsibilities,[(14, 0.54294420991566461), (22, 0.23668851150569051), (6, 0.049573598037427585)]
https://www.gov.uk/food-labelling-and-packaging,[(22, 0.75869920941771951), (19, 0.078331846627182594), (6, 0.041228346275610513)]
https://www.gov.uk/food-safety-as-a-food-distributor,[(2, 0.57198466588370878), (22, 0.14715244919062226), (19, 0.14151607941964148)]
https://www.gov.uk/sign-up-for-food-safety-alerts,[(22, 0.8047839057547892), (6, 0.041148272059259722), (17, 0.034288896624167155)]
https://www.gov.uk/labelling-and-handling-food-for-international-transport,[(2, 0.73322501201820522), (19, 0.10018898190118916), (6, 0.041976159364530412)]
https://www.gov.uk/managing-your-waste-an-overview,[(20, 0.64508261400843037), (15, 0.13140931793527694), (19, 0.08116951373254809)]
https://www.gov.uk/hazardous-waste-disposal,[(15, 0.87064402588335188), (6, 0.025634392588120777), (17, 0.025310442295616652)]
https://www.gov.uk/report-an-environmental-incident,[(24, 0.66492609606153152), (6, 0.099685960259278603), (15, 0.084034115554172978)]
https://www.gov.uk/how-to-classify-different-types-of-waste,[(8, 0.60403166321755553), (1, 0.16710815369108387), (15, 0.093125372453772129)]
https://www.gov.uk/dispose-hazardous-waste,[(3, 0.59002112020575448), (1, 0.13181302369834222), (15, 0.12080636373649972)]
https://www.gov.uk/green-deal-energy-saving-measures,[(6, 0.87028532356427091), (15, 0.035747003977057455), (17, 0.023323957923517474)]
https://www.gov.uk/use-van-fuel-tools,[(0, 0.69377139562342294), (12, 0.094697045783474126), (15, 0.080674105436503218)]
https://www.gov.uk/green-taxes-and-reliefs,[(7, 0.72536709195989657), (15, 0.086681915027587098), (6, 0.048648025776354201)]
https://www.gov.uk/contaminated-land,[(3, 0.63809587413873181), (15, 0.11291085333554114), (19, 0.068154916961214659)]
https://www.gov.uk/get-your-air-conditioning-system-inspected,[(17, 0.78858998781994671), (6, 0.08477649726976566), (19, 0.031608140542512833)]
https://www.gov.uk/hazardous-waste-producer-registration-wales,[(12, 0.67381249101481577), (15, 0.093790898038554588), (1, 0.067575630152482108)]
https://www.gov.uk/preventing-air-pollution,[(9, 0.66887543334435662), (6, 0.10580394820311083), (15, 0.086455377379984252)]
https://www.gov.uk/packaging-waste-designer-responsibilities,[(1, 0.77158834814151944), (15, 0.05326064617903227), (19, 0.045292428474338592)]
https://www.gov.uk/apply-blue-badge,[(15, 0.5031186611967251), (18, 0.37419046995635097), (6, 0.025323028997614412)]
https://www.gov.uk/apply-for-elderly-person-bus-pass,[(17, 0.38624280150917023), (12, 0.32950088244629544), (15, 0.19736500046134126)]
https://www.gov.uk/blue-badge-scheme-information-council,[(15, 0.90777433629036874), (17, 0.01684861808043692), (6, 0.010692424940922492)]
https://www.gov.uk/co2-and-vehicle-tax-tools,[(20, 0.48251725070577905), (0, 0.24929446226767329), (15, 0.089310978654778272)]
https://www.gov.uk/apply-for-disabled-bus-pass,[(12, 0.61814395436238778), (15, 0.23583160929135255), (17, 0.052965623803962976)]
https://www.gov.uk/pay-parking-fine,[(0, 0.58868574943307195), (15, 0.22892769568156757), (6, 0.062674568172263689)]
https://www.gov.uk/apply-dropped-kerb,[(12, 0.56249962653490726), (15, 0.28258685374778836), (21, 0.079680549436877093)]
https://www.gov.uk/parking-permit,[(6, 0.38080897470711322), (15, 0.27551537900054007), (12, 0.20532919781649522)]
https://www.gov.uk/where-registered-disabled-drivers-can-park,[(15, 0.91092331507532187), (6, 0.016721291490684673)]
https://www.gov.uk/parking-tickets,[(7, 0.63128875757296121), (0, 0.16023458647803282), (15, 0.09476512718675463)]
https://www.gov.uk/appeal-parking-fine,[(0, 0.62217244240573732), (15, 0.22795541838620789), (6, 0.040092756749573299)]
https://www.gov.uk/find-local-bus-services,[(12, 0.78397579817962404), (15, 0.087455631695145183), (0, 0.029442439814687311)]
https://www.gov.uk/low-emission-zones,[(10, 0.71695451137715527), (15, 0.077542929074844655), (6, 0.044603054501699026)]
https://www.gov.uk/change-details-blue-badge,[(15, 0.87599740050397235), (0, 0.032970545122760299), (6, 0.019536710186500744)]
https://www.gov.uk/appeal-against-a-penalty-charge-notice,[(7, 0.67311915514140697), (0, 0.14301491761592378), (6, 0.065511025594571351)]
https://www.gov.uk/plug-in-car-van-grants,[(11, 0.73756366970123655), (15, 0.091390206844100513), (6, 0.055683979189158281)]
https://www.gov.uk/report-lost-stolen-blue-badge,[(15, 0.59738774906685044), (21, 0.302372470904607), (1, 0.019536609502709894)]
https://www.gov.uk/government/news/transport-direct-website-closes-on-30-september-2014,[(3, 0.77239260589755265), (6, 0.068273453093258371), (19, 0.04593535643852751)]
https://www.gov.uk/run-local-bus-service,[(4, 0.77413070845069387), (15, 0.057678342492019592), (6, 0.048014188584981382)]
https://www.gov.uk/topic/transport/traffic-road-management,[(14, 0.74514725385952252), (6, 0.11958791380407115), (7, 0.029457103721770701)]
https://www.gov.uk/report-unlicenced-taxi,[(17, 0.76332601121163746), (15, 0.085831379799278767), (19, 0.055698050489440751)]
https://www.gov.uk/register-a-boat,[(8, 0.59636758758048525), (9, 0.21701543425573991), (6, 0.042198953624605844)]
https://www.gov.uk/owning-a-boat,[(9, 0.79501969535171335), (2, 0.049457354936785825), (6, 0.048719948273929635)]
