https://www.gov.uk/business-support-helpline,[(16, 0.86578269254669193), (24, 0.036674037302299969), (23, 0.013024799890304684)]
https://www.gov.uk/claim-rural-payments,[(24, 0.81658241546937593), (23, 0.047490789554953103)]
https://www.gov.uk/cattle-tracing-online,[(15, 0.64670532373376421), (24, 0.079738687255396651), (23, 0.062476405976149604)]
https://www.gov.uk/agricultural-sick-pay,[(1, 0.73297583172337499), (23, 0.083182773093841395), (4, 0.02494386856026715)]
https://www.gov.uk/calculate-agricultural-holiday-entitlement,[(17, 0.78126732674253019), (23, 0.050473491825479014), (4, 0.030786202460625883)]
https://www.gov.uk/planning-permissions-for-farms,[(10, 0.64095030278758913), (24, 0.13225182574025632), (23, 0.067267580312470002)]
https://www.gov.uk/register-farm-vehicle,[(3, 0.82857114062954595), (24, 0.038680314579932935), (23, 0.038092207421056096)]
https://www.gov.uk/agricultural-skills-and-training,[(4, 0.67195779176769721), (24, 0.15175986110074205), (23, 0.046348077703785795)]
https://www.gov.uk/agricultural-workers-rights,[(4, 0.88062332359360296), (24, 0.029678410274186016), (1, 0.015359848679409399)]
https://www.gov.uk/agricultural-survey,[(19, 0.63782225416887228), (23, 0.12101194603131085), (24, 0.10049018868560869)]
https://www.gov.uk/register-land-rural-land-register,[(14, 0.68339769926767602), (21, 0.089461034994295502), (24, 0.087926103953830825)]
https://www.gov.uk/report-veterinary-medicine-problem,[(24, 0.67099282067138755), (23, 0.13636367180961809), (21, 0.048852601199278152)]
https://www.gov.uk/health-and-safety-for-farm-vehicles,[(14, 0.73124159492194951), (23, 0.092522233130925585), (24, 0.073905166128075503)]
https://www.gov.uk/farm-and-livery-horses,[(0, 0.48189206535335333), (18, 0.22782500627030652), (24, 0.084405885549792045)]
https://www.gov.uk/soil-protection-review,[(3, 0.68601445384603543), (23, 0.0817008424944973), (21, 0.080720580551514293)]
https://www.gov.uk/register-biomass-supplier,[(23, 0.81940056120339599), (0, 0.042555778692739119), (24, 0.020644719866682145)]
https://www.gov.uk/register-milk-production-holding,[(0, 0.6084457446306758), (23, 0.11994649203390854), (24, 0.096319182246239934)]
https://www.gov.uk/food-business-registration,[(2, 0.71088329050655463), (11, 0.071943293105664677), (23, 0.068308262990641744)]
https://www.gov.uk/food-safety-hazard-analysis,[(23, 0.79062612867879856), (24, 0.096167130302230938)]
https://www.gov.uk/food-safety-your-responsibilities,[(10, 0.71468557001682165), (23, 0.13371828562727017), (24, 0.070335276921560635)]
https://www.gov.uk/food-labelling-and-packaging,[(9, 0.69335345564039808), (23, 0.18226877482108417), (24, 0.044808016660872571)]
https://www.gov.uk/food-safety-as-a-food-distributor,[(23, 0.81482452627157187), (24, 0.067564682030890708), (7, 0.014145683860757962)]
https://www.gov.uk/sign-up-for-food-safety-alerts,[(24, 0.65364947875529489), (23, 0.20393395225916527)]
https://www.gov.uk/labelling-and-handling-food-for-international-transport,[(10, 0.78119245223184297), (23, 0.069742942718592868), (24, 0.061220711926647998)]
https://www.gov.uk/managing-your-waste-an-overview,[(13, 0.75584899333315414), (23, 0.084530168957453508), (24, 0.035026780092313199)]
https://www.gov.uk/hazardous-waste-disposal,[(4, 0.44046594814218842), (21, 0.15373038021712768), (14, 0.11783247721159121)]
https://www.gov.uk/report-an-environmental-incident,[(14, 0.73393174395625993), (23, 0.066698257832766533), (24, 0.036944379846051909)]
https://www.gov.uk/how-to-classify-different-types-of-waste,[(2, 0.71632257610857364), (13, 0.079691978796944257), (23, 0.054974780023984753)]
https://www.gov.uk/dispose-hazardous-waste,[(6, 0.71191311713236072), (2, 0.082314322388707908), (24, 0.073043478060528619)]
https://www.gov.uk/green-deal-energy-saving-measures,[(3, 0.82584204668335792), (23, 0.028669641467269556), (24, 0.027757910632779787)]
https://www.gov.uk/use-van-fuel-tools,[(12, 0.79998391735095953), (2, 0.057571990991923623), (23, 0.027760360508786504)]
https://www.gov.uk/green-taxes-and-reliefs,[(14, 0.79545580225411394), (23, 0.043364735634456378), (24, 0.032299386286556195)]
https://www.gov.uk/contaminated-land,[(16, 0.76725423627843947), (23, 0.09788782193126716), (3, 0.02807999945680708)]
https://www.gov.uk/get-your-air-conditioning-system-inspected,[(16, 0.73335004779939295), (23, 0.04923964170034454), (24, 0.039815279443813391)]
https://www.gov.uk/hazardous-waste-producer-registration-wales,[(8, 0.8738248467493841), (23, 0.026333388706645165), (2, 0.01869044929676875)]
https://www.gov.uk/preventing-air-pollution,[(14, 0.65402916455843263), (12, 0.090640786213351407), (23, 0.059422264522176194)]
https://www.gov.uk/packaging-waste-designer-responsibilities,[(9, 0.74536553077248835), (14, 0.05821997037138292), (23, 0.049017026825878371)]
https://www.gov.uk/apply-blue-badge,[(2, 0.68475870829633223), (10, 0.12691616133369671), (17, 0.062561249488037221)]
https://www.gov.uk/apply-for-elderly-person-bus-pass,[(11, 0.60848993859932987), (2, 0.21880103379494686), (24, 0.03710368196282321)]
https://www.gov.uk/blue-badge-scheme-information-council,[(10, 0.24433830995013328), (22, 0.24062955873701072), (2, 0.19458257808569182)]
https://www.gov.uk/co2-and-vehicle-tax-tools,[(12, 0.84255521398110211), (2, 0.047250024208780328), (23, 0.023037122166858461)]
